cveId,priority
CVE-2023-2828,MEDIUM
CVE-2023-28283,MEDIUM
CVE-2023-28293,MEDIUM
CVE-2023-28343,HIGH
CVE-2023-28410,LOW
CVE-2023-28464,MEDIUM
CVE-2023-28484,LOW
CVE-2023-28487,LOW
CVE-2023-2851,HIGH
CVE-2023-28537,MEDIUM
CVE-2023-28538,MEDIUM
CVE-2023-28541,MEDIUM
CVE-2023-28542,MEDIUM
CVE-2023-28553,LOW
CVE-2023-28554,LOW
CVE-2023-28562,HIGH
CVE-2023-28563,LOW
CVE-2023-28566,LOW
CVE-2023-28568,LOW
CVE-2023-28569,LOW
CVE-2023-28570,LOW
CVE-2023-28572,LOW
CVE-2023-28573,MEDIUM
CVE-2023-28574,LOW
CVE-2023-28581,HIGH
CVE-2023-28582,HIGH
CVE-2023-28584,LOW
CVE-2023-2868,HIGH
CVE-2023-28746,MEDIUM
CVE-2023-28766,HIGH
CVE-2023-28831,HIGH
CVE-2023-28879,HIGH
CVE-2023-2898,LOW
CVE-2023-29007,MEDIUM
CVE-2023-29011,MEDIUM
CVE-2023-29012,MEDIUM
CVE-2023-29017,HIGH
CVE-2023-29059,HIGH
CVE-2023-2929,MEDIUM
CVE-2023-2930,MEDIUM
CVE-2023-29300,HIGH
CVE-2023-29324,HIGH
CVE-2023-29325,MEDIUM
CVE-2023-29326,MEDIUM
CVE-2023-2933,MEDIUM
CVE-2023-29336,MEDIUM
CVE-2023-2934,MEDIUM
CVE-2023-29346,MEDIUM
CVE-2023-29349,MEDIUM
CVE-2023-2935,MEDIUM
CVE-2023-29356,MEDIUM
CVE-2023-29357,HIGH
CVE-2023-29358,MEDIUM
CVE-2023-29359,MEDIUM
CVE-2023-2936,MEDIUM
CVE-2023-29360,MEDIUM
CVE-2023-29362,HIGH
CVE-2023-29363,HIGH
CVE-2023-29365,MEDIUM
CVE-2023-29367,MEDIUM
CVE-2023-29370,MEDIUM
CVE-2023-29371,MEDIUM
CVE-2023-29372,MEDIUM
CVE-2023-29373,MEDIUM
CVE-2023-2938,MEDIUM
CVE-2023-29383,LOW
CVE-2023-2939,MEDIUM
CVE-2023-2940,MEDIUM
CVE-2023-29400,LOW
CVE-2023-29402,LOW
CVE-2023-29411,HIGH
CVE-2023-29469,LOW
CVE-2023-29491,MEDIUM
CVE-2023-2975,LOW
CVE-2023-2976,LOW
CVE-2023-30013,HIGH
CVE-2023-30016,HIGH
CVE-2023-30547,HIGH
CVE-2023-3079,MEDIUM
CVE-2023-31248,MEDIUM
CVE-2023-31274,HIGH
CVE-2023-3128,MEDIUM
CVE-2023-31446,MEDIUM
CVE-2023-31488,HIGH
CVE-2023-32008,MEDIUM
CVE-2023-32009,MEDIUM
CVE-2023-32014,HIGH
CVE-2023-32015,HIGH
CVE-2023-32017,MEDIUM
CVE-2023-32025,MEDIUM
CVE-2023-32026,MEDIUM
CVE-2023-32027,MEDIUM
CVE-2023-32028,MEDIUM
CVE-2023-32038,MEDIUM
CVE-2023-32046,MEDIUM
CVE-2023-32049,MEDIUM
CVE-2023-32051,MEDIUM
CVE-2023-32053,MEDIUM
CVE-2023-32054,MEDIUM
CVE-2023-32055,MEDIUM
CVE-2023-32056,MEDIUM
CVE-2023-32057,HIGH
CVE-2023-32233,MEDIUM
CVE-2023-32315,HIGH
CVE-2023-32360,LOW
CVE-2023-32407,LOW
CVE-2023-32422,LOW
CVE-2023-32434,MEDIUM
CVE-2023-32435,HIGH
CVE-2023-32637,HIGH
CVE-2023-3265,HIGH
CVE-2023-32681,LOW
CVE-2023-33009,HIGH
CVE-2023-33010,HIGH
CVE-2023-33015,LOW
CVE-2023-33016,LOW
CVE-2023-33019,LOW
CVE-2023-33026,LOW
CVE-2023-33027,LOW
CVE-2023-33028,HIGH
CVE-2023-33031,LOW
CVE-2023-33034,MEDIUM
CVE-2023-33045,MEDIUM
CVE-2023-33055,LOW
CVE-2023-33059,LOW
CVE-2023-33074,MEDIUM
CVE-2023-33106,MEDIUM
CVE-2023-33111,MEDIUM
CVE-2023-33154,MEDIUM
CVE-2023-33155,MEDIUM
CVE-2023-33236,HIGH
CVE-2023-33246,HIGH
CVE-2023-33250,HIGH
CVE-2023-33308,HIGH
CVE-2023-33466,MEDIUM
CVE-2023-3368,HIGH
CVE-2023-33759,HIGH
CVE-2023-34034,HIGH
CVE-2023-34035,MEDIUM
CVE-2023-34048,HIGH
CVE-2023-34058,MEDIUM
CVE-2023-34060,HIGH
CVE-2023-3421,MEDIUM
CVE-2023-3422,MEDIUM
CVE-2023-34319,LOW
CVE-2023-34348,HIGH
CVE-2023-34362,HIGH
CVE-2023-3446,MEDIUM
CVE-2023-34468,MEDIUM
CVE-2023-34478,HIGH
CVE-2023-3460,HIGH
CVE-2023-34960,HIGH
CVE-2023-34992,HIGH
CVE-2023-34993,HIGH
CVE-2023-35001,MEDIUM
CVE-2023-35036,HIGH
CVE-2023-35078,HIGH
CVE-2023-35086,HIGH
CVE-2023-35297,MEDIUM
CVE-2023-35299,MEDIUM
CVE-2023-35300,MEDIUM
CVE-2023-35302,MEDIUM
CVE-2023-35303,MEDIUM
CVE-2023-35304,MEDIUM
CVE-2023-35305,MEDIUM
CVE-2023-35309,MEDIUM
CVE-2023-35312,MEDIUM
CVE-2023-35313,MEDIUM
CVE-2023-35315,MEDIUM
CVE-2023-35320,MEDIUM
CVE-2023-35328,MEDIUM
CVE-2023-35337,MEDIUM
CVE-2023-35342,MEDIUM
CVE-2023-35343,MEDIUM
CVE-2023-35347,MEDIUM
CVE-2023-35349,MEDIUM
CVE-2023-35353,MEDIUM
CVE-2023-35355,MEDIUM
CVE-2023-35356,MEDIUM
CVE-2023-35357,MEDIUM
CVE-2023-35358,MEDIUM
CVE-2023-35359,MEDIUM
CVE-2023-35360,MEDIUM
CVE-2023-35361,MEDIUM
CVE-2023-35363,MEDIUM
CVE-2023-35364,MEDIUM
CVE-2023-35365,HIGH
CVE-2023-35366,HIGH
CVE-2023-35367,HIGH
CVE-2023-35380,MEDIUM
CVE-2023-35381,MEDIUM
CVE-2023-35382,MEDIUM
CVE-2023-35384,MEDIUM
CVE-2023-35385,HIGH
CVE-2023-35386,MEDIUM
CVE-2023-35628,MEDIUM
CVE-2023-35630,MEDIUM
CVE-2023-35632,MEDIUM
CVE-2023-35633,MEDIUM
CVE-2023-35639,MEDIUM
CVE-2023-35641,HIGH
CVE-2023-35644,MEDIUM
CVE-2023-35646,HIGH
CVE-2023-35662,HIGH
CVE-2023-35813,HIGH
CVE-2023-35835,HIGH
CVE-2023-35945,MEDIUM
CVE-2023-36003,MEDIUM
CVE-2023-36005,MEDIUM
CVE-2023-36006,MEDIUM
CVE-2023-36011,MEDIUM
CVE-2023-36016,LOW
CVE-2023-36017,MEDIUM
CVE-2023-36018,LOW
CVE-2023-36021,MEDIUM
CVE-2023-36025,MEDIUM
CVE-2023-36028,HIGH
CVE-2023-36030,LOW
CVE-2023-36033,MEDIUM
CVE-2023-36036,MEDIUM
CVE-2023-36038,LOW
CVE-2023-36039,LOW
CVE-2023-36041,MEDIUM
CVE-2023-36042,LOW
CVE-2023-36043,LOW
CVE-2023-36045,MEDIUM
CVE-2023-36047,MEDIUM
CVE-2023-36049,MEDIUM
CVE-2023-36050,LOW
CVE-2023-3610,MEDIUM
CVE-2023-3611,MEDIUM
CVE-2023-36140,HIGH
CVE-2023-36177,HIGH
CVE-2023-36393,MEDIUM
CVE-2023-36394,MEDIUM
CVE-2023-36397,MEDIUM
CVE-2023-36398,LOW
CVE-2023-36399,LOW
CVE-2023-36400,MEDIUM
CVE-2023-36401,MEDIUM
CVE-2023-36402,MEDIUM
CVE-2023-36405,LOW
CVE-2023-36407,MEDIUM
CVE-2023-36408,MEDIUM
CVE-2023-36410,LOW
CVE-2023-36417,MEDIUM
CVE-2023-36420,MEDIUM
CVE-2023-36422,MEDIUM
CVE-2023-36423,MEDIUM
CVE-2023-36424,MEDIUM
CVE-2023-36425,LOW
CVE-2023-36428,LOW
CVE-2023-36434,MEDIUM
CVE-2023-36436,MEDIUM
CVE-2023-36437,MEDIUM
CVE-2023-36438,MEDIUM
CVE-2023-36553,HIGH
CVE-2023-36557,MEDIUM
CVE-2023-36558,MEDIUM
CVE-2023-36560,MEDIUM
CVE-2023-36564,MEDIUM
CVE-2023-36571,MEDIUM
CVE-2023-36572,MEDIUM
CVE-2023-36573,MEDIUM
CVE-2023-36574,MEDIUM
CVE-2023-36575,MEDIUM
CVE-2023-36577,MEDIUM
CVE-2023-36578,MEDIUM
CVE-2023-36582,MEDIUM
CVE-2023-36583,MEDIUM
CVE-2023-36589,MEDIUM
CVE-2023-36590,MEDIUM
CVE-2023-36591,MEDIUM
CVE-2023-36592,MEDIUM
CVE-2023-36593,MEDIUM
CVE-2023-36594,MEDIUM
CVE-2023-36598,MEDIUM
CVE-2023-36605,MEDIUM
CVE-2023-36696,MEDIUM
CVE-2023-36697,MEDIUM
CVE-2023-36698,MEDIUM
CVE-2023-36701,MEDIUM
CVE-2023-36702,MEDIUM
CVE-2023-36704,MEDIUM
CVE-2023-36705,MEDIUM
CVE-2023-36710,MEDIUM
CVE-2023-36711,MEDIUM
CVE-2023-36712,MEDIUM
CVE-2023-36719,MEDIUM
CVE-2023-36723,MEDIUM
CVE-2023-36725,MEDIUM
CVE-2023-36726,MEDIUM
CVE-2023-36728,LOW
CVE-2023-36729,MEDIUM
CVE-2023-36730,MEDIUM
CVE-2023-36731,MEDIUM
CVE-2023-36732,MEDIUM
CVE-2023-36743,MEDIUM
CVE-2023-36776,MEDIUM
CVE-2023-36785,MEDIUM
CVE-2023-36788,MEDIUM
CVE-2023-36792,MEDIUM
CVE-2023-36793,MEDIUM
CVE-2023-36794,MEDIUM
CVE-2023-36796,MEDIUM
CVE-2023-36802,MEDIUM
CVE-2023-36804,MEDIUM
CVE-2023-36845,HIGH
CVE-2023-36871,MEDIUM
CVE-2023-36873,LOW
CVE-2023-36874,MEDIUM
CVE-2023-36882,MEDIUM
CVE-2023-36884,MEDIUM
CVE-2023-36899,LOW
CVE-2023-36900,MEDIUM
CVE-2023-36902,MEDIUM
CVE-2023-36903,MEDIUM
CVE-2023-36904,MEDIUM
CVE-2023-36910,HIGH
CVE-2023-36911,HIGH
CVE-2023-3727,MEDIUM
CVE-2023-3728,MEDIUM
CVE-2023-3730,MEDIUM
CVE-2023-3732,MEDIUM
CVE-2023-3741,HIGH
CVE-2023-37460,HIGH
CVE-2023-37466,HIGH
CVE-2023-3772,LOW
CVE-2023-37903,HIGH
CVE-2023-38039,LOW
CVE-2023-38139,MEDIUM
CVE-2023-38141,MEDIUM
CVE-2023-38142,MEDIUM
CVE-2023-38143,MEDIUM
CVE-2023-38144,MEDIUM
CVE-2023-38148,MEDIUM
CVE-2023-38151,MEDIUM
CVE-2023-38154,MEDIUM
CVE-2023-38159,MEDIUM
CVE-2023-38161,MEDIUM
CVE-2023-38166,MEDIUM
CVE-2023-38169,MEDIUM
CVE-2023-38177,MEDIUM
CVE-2023-38184,MEDIUM
CVE-2023-38186,MEDIUM
CVE-2023-38203,HIGH
CVE-2023-38408,MEDIUM
CVE-2023-38431,LOW
CVE-2023-38545,MEDIUM
CVE-2023-38546,LOW
CVE-2023-38606,MEDIUM
CVE-2023-38646,HIGH
CVE-2023-38802,LOW
CVE-2023-38831,MEDIUM
CVE-2023-38995,HIGH
CVE-2023-39238,HIGH
CVE-2023-39239,HIGH
CVE-2023-39240,HIGH
CVE-2023-39269,HIGH
CVE-2023-39332,MEDIUM
CVE-2023-39344,HIGH
CVE-2023-39361,HIGH
CVE-2023-39665,HIGH
CVE-2023-39691,HIGH
CVE-2023-39909,HIGH
CVE-2023-40044,HIGH
CVE-2023-40088,LOW
CVE-2023-40150,HIGH
CVE-2023-40306,LOW
CVE-2023-40390,LOW
CVE-2023-4057,MEDIUM
CVE-2023-4068,MEDIUM
CVE-2023-4070,MEDIUM
CVE-2023-4071,MEDIUM
CVE-2023-4072,MEDIUM
CVE-2023-4073,MEDIUM
CVE-2023-4074,MEDIUM
CVE-2023-4075,MEDIUM
CVE-2023-4076,MEDIUM
CVE-2023-4077,MEDIUM
CVE-2023-40833,HIGH
CVE-2023-4091,LOW
CVE-2023-41061,HIGH
CVE-2023-41064,HIGH
CVE-2023-41080,LOW
CVE-2023-41084,HIGH
CVE-2023-41265,HIGH
CVE-2023-41330,HIGH
CVE-2023-41361,HIGH
CVE-2023-4149,HIGH
CVE-2023-4154,LOW
CVE-2023-41724,MEDIUM
CVE-2023-41727,HIGH
CVE-2023-41765,MEDIUM
CVE-2023-41766,MEDIUM
CVE-2023-41767,HIGH
CVE-2023-41768,MEDIUM
CVE-2023-41769,MEDIUM
CVE-2023-41770,MEDIUM
CVE-2023-41771,MEDIUM
CVE-2023-41772,MEDIUM
CVE-2023-41773,MEDIUM
CVE-2023-41774,MEDIUM
CVE-2023-41892,HIGH
CVE-2023-41990,MEDIUM
CVE-2023-41993,MEDIUM
CVE-2023-41998,HIGH
CVE-2023-42282,MEDIUM
CVE-2023-42657,MEDIUM
CVE-2023-42669,LOW
CVE-2023-42670,LOW
CVE-2023-42754,LOW
CVE-2023-42755,LOW
CVE-2023-42769,HIGH
CVE-2023-42770,HIGH
CVE-2023-42789,HIGH
CVE-2023-42790,MEDIUM
CVE-2023-42793,HIGH
CVE-2023-42795,LOW
CVE-2023-4280,MEDIUM
CVE-2023-42843,LOW
CVE-2023-42896,LOW
CVE-2023-42913,MEDIUM
CVE-2023-42916,LOW
CVE-2023-42917,MEDIUM
CVE-2023-42930,LOW
CVE-2023-42947,MEDIUM
CVE-2023-43177,HIGH
CVE-2023-43208,HIGH
CVE-2023-43552,MEDIUM
CVE-2023-43553,HIGH
CVE-2023-44250,MEDIUM
CVE-2023-44487,LOW
CVE-2023-4488,HIGH
CVE-2023-45318,HIGH
CVE-2023-45614,HIGH
CVE-2023-45615,HIGH
CVE-2023-45648,LOW
CVE-2023-4572,MEDIUM
CVE-2023-45723,MEDIUM
CVE-2023-45724,MEDIUM
CVE-2023-4577,MEDIUM
CVE-2023-45849,HIGH
CVE-2023-4585,MEDIUM
CVE-2023-45866,LOW
CVE-2023-4596,HIGH
CVE-2023-4613,HIGH
CVE-2023-4614,HIGH
CVE-2023-46143,HIGH
CVE-2023-46144,MEDIUM
CVE-2023-46220,HIGH
CVE-2023-46221,HIGH
CVE-2023-46257,HIGH
CVE-2023-46258,HIGH
CVE-2023-46283,HIGH
CVE-2023-46284,HIGH
CVE-2023-46285,HIGH
CVE-2023-46359,HIGH
CVE-2023-46589,LOW
CVE-2023-46604,HIGH
CVE-2023-46665,HIGH
CVE-2023-46687,HIGH
CVE-2023-4669,HIGH
CVE-2023-46740,MEDIUM
CVE-2023-46805,CRITICAL
CVE-2023-46805,CRITICAL
CVE-2023-46805,CRITICAL
CVE-2023-46808,MEDIUM
CVE-2023-47246,HIGH
CVE-2023-47248,HIGH
CVE-2023-47537,LOW
CVE-2023-47565,MEDIUM
CVE-2023-4761,MEDIUM
CVE-2023-4763,MEDIUM
CVE-2023-48022,HIGH
CVE-2023-48118,HIGH
CVE-2023-48250,MEDIUM
CVE-2023-48251,HIGH
CVE-2023-48262,MEDIUM
CVE-2023-48263,MEDIUM
CVE-2023-48264,MEDIUM
CVE-2023-48265,MEDIUM
CVE-2023-48266,MEDIUM
CVE-2023-48363,MEDIUM
CVE-2023-48364,MEDIUM
CVE-2023-48365,HIGH
CVE-2023-48423,HIGH
CVE-2023-48425,HIGH
CVE-2023-48426,LOW
CVE-2023-4863,HIGH
CVE-2023-48788,HIGH
CVE-2023-48795,LOW
CVE-2023-49070,HIGH
CVE-2023-4911,MEDIUM
CVE-2023-49235,HIGH
CVE-2023-49237,MEDIUM
CVE-2023-49238,MEDIUM
CVE-2023-49253,MEDIUM
CVE-2023-49255,HIGH
CVE-2023-49262,HIGH
CVE-2023-49314,HIGH
CVE-2023-49351,HIGH
CVE-2023-49410,HIGH
CVE-2023-49569,MEDIUM
CVE-2023-4966,HIGH
CVE-2023-49815,HIGH
CVE-2023-50090,HIGH
CVE-2023-50164,MEDIUM
CVE-2023-50387,MEDIUM
CVE-2023-50643,HIGH
CVE-2023-50694,HIGH
CVE-2023-50711,MEDIUM
CVE-2023-50821,LOW
CVE-2023-50921,HIGH
CVE-2023-51123,HIGH
CVE-2023-51154,HIGH
CVE-2023-51197,HIGH
CVE-2023-51199,HIGH
CVE-2023-51200,HIGH
CVE-2023-51202,HIGH
CVE-2023-51204,HIGH
CVE-2023-51208,HIGH
CVE-2023-51210,HIGH
CVE-2023-5129,HIGH
CVE-2023-51350,HIGH
CVE-2023-51385,MEDIUM
CVE-2023-51388,HIGH
CVE-2023-51389,HIGH
CVE-2023-51440,HIGH
CVE-2023-51467,HIGH
CVE-2023-51505,HIGH
CVE-2023-51570,HIGH
CVE-2023-51572,HIGH
CVE-2023-51573,HIGH
CVE-2023-51653,HIGH
CVE-2023-5168,MEDIUM
CVE-2023-5170,HIGH
CVE-2023-51717,HIGH
CVE-2023-5176,MEDIUM
CVE-2023-5186,MEDIUM
CVE-2023-5187,MEDIUM
CVE-2023-5188,HIGH
CVE-2023-51885,HIGH
CVE-2023-51887,HIGH
CVE-2023-51889,HIGH
CVE-2023-51892,HIGH
CVE-2023-51906,HIGH
CVE-2023-51924,HIGH
CVE-2023-51925,HIGH
CVE-2023-51928,HIGH
CVE-2023-51951,HIGH
CVE-2023-51982,HIGH
CVE-2023-51984,HIGH
CVE-2023-51987,HIGH
CVE-2023-51989,HIGH
CVE-2023-52026,HIGH
CVE-2023-52038,HIGH
CVE-2023-52039,HIGH
CVE-2023-52040,HIGH
CVE-2023-5217,HIGH
CVE-2023-52221,HIGH
CVE-2023-52389,HIGH
CVE-2023-5346,MEDIUM
CVE-2023-5472,MEDIUM
CVE-2023-5474,MEDIUM
CVE-2023-5476,MEDIUM
CVE-2023-5592,HIGH
CVE-2023-5629,LOW
CVE-2023-5630,MEDIUM
CVE-2023-5678,LOW
CVE-2023-5716,HIGH
CVE-2023-5841,HIGH
CVE-2023-5997,MEDIUM
CVE-2023-6019,HIGH
CVE-2023-6078,HIGH
CVE-2023-6153,HIGH
CVE-2023-6207,MEDIUM
CVE-2023-6212,MEDIUM
CVE-2023-6213,MEDIUM
CVE-2023-6220,MEDIUM
CVE-2023-6345,MEDIUM
CVE-2023-6346,MEDIUM
CVE-2023-6347,MEDIUM
CVE-2023-6350,MEDIUM
CVE-2023-6351,MEDIUM
CVE-2023-6437,HIGH
CVE-2023-6548,LOW
CVE-2023-6549,LOW
CVE-2023-6553,HIGH
CVE-2023-6623,HIGH
CVE-2023-6634,MEDIUM
CVE-2023-6675,HIGH
CVE-2023-6723,HIGH
CVE-2023-6895,HIGH
CVE-2023-6933,HIGH
CVE-2023-6943,HIGH
CVE-2023-6975,HIGH
CVE-2023-7024,MEDIUM
CVE-2023-7028,HIGH
CVE-2023-7033,HIGH
CVE-2023-7077,HIGH
CVE-2023-7103,HIGH
CVE-2023-7227,HIGH
CVE-2023-7243,HIGH
CVE-2023-7244,HIGH
CVE-2024-0056,MEDIUM
CVE-2024-0057,MEDIUM
CVE-2024-0204,HIGH
CVE-2024-0222,MEDIUM
CVE-2024-0223,MEDIUM
CVE-2024-0224,MEDIUM
CVE-2024-0225,MEDIUM
CVE-2024-0323,HIGH
CVE-2024-0335,MEDIUM
CVE-2024-0517,MEDIUM
CVE-2024-0539,HIGH
CVE-2024-0705,HIGH
CVE-2024-0778,HIGH
CVE-2024-0799,HIGH
CVE-2024-0802,HIGH
CVE-2024-0803,HIGH
CVE-2024-0992,HIGH
CVE-2024-0993,HIGH
CVE-2024-1039,HIGH
CVE-2024-1071,MEDIUM
CVE-2024-1147,HIGH
CVE-2024-1148,HIGH
CVE-2024-1207,HIGH
CVE-2024-1511,MEDIUM
CVE-2024-1512,HIGH
CVE-2024-1514,HIGH
CVE-2024-1520,HIGH
CVE-2024-1527,HIGH
CVE-2024-1651,HIGH
CVE-2024-1669,MEDIUM
CVE-2024-1670,MEDIUM
CVE-2024-1698,HIGH
CVE-2024-1709,CRITICAL
CVE-2024-1863,HIGH
CVE-2024-1915,HIGH
CVE-2024-1916,HIGH
CVE-2024-1917,HIGH
CVE-2024-1981,HIGH
CVE-2024-20253,HIGH
CVE-2024-20272,HIGH
CVE-2024-2029,HIGH
CVE-2024-2044,HIGH
CVE-2024-2051,HIGH
CVE-2024-20652,MEDIUM
CVE-2024-20653,MEDIUM
CVE-2024-20654,MEDIUM
CVE-2024-20656,MEDIUM
CVE-2024-20657,MEDIUM
CVE-2024-20658,MEDIUM
CVE-2024-20660,LOW
CVE-2024-20661,LOW
CVE-2024-20662,LOW
CVE-2024-20663,LOW
CVE-2024-20664,LOW
CVE-2024-20665,LOW
CVE-2024-20667,MEDIUM
CVE-2024-20669,LOW
CVE-2024-20670,LOW
CVE-2024-20674,MEDIUM
CVE-2024-20676,LOW
CVE-2024-20677,MEDIUM
CVE-2024-20678,MEDIUM
CVE-2024-20679,LOW
CVE-2024-20680,LOW
CVE-2024-20681,MEDIUM
CVE-2024-20682,MEDIUM
CVE-2024-20683,MEDIUM
CVE-2024-20684,LOW
CVE-2024-20685,LOW
CVE-2024-20686,MEDIUM
CVE-2024-20687,LOW
CVE-2024-20688,MEDIUM
CVE-2024-20689,MEDIUM
CVE-2024-20690,LOW
CVE-2024-20691,LOW
CVE-2024-20692,LOW
CVE-2024-20693,MEDIUM
CVE-2024-20694,LOW
CVE-2024-20695,LOW
CVE-2024-20696,LOW
CVE-2024-20697,LOW
CVE-2024-20698,MEDIUM
CVE-2024-20720,MEDIUM
CVE-2024-20738,HIGH
CVE-2024-20794,LOW
CVE-2024-20795,MEDIUM
CVE-2024-20796,LOW
CVE-2024-20797,MEDIUM
CVE-2024-20798,LOW
CVE-2024-21304,MEDIUM
CVE-2024-21306,LOW
CVE-2024-21307,LOW
CVE-2024-21309,MEDIUM
CVE-2024-21310,MEDIUM
CVE-2024-21311,LOW
CVE-2024-21312,LOW
CVE-2024-21313,LOW
CVE-2024-21314,LOW
CVE-2024-21315,MEDIUM
CVE-2024-21316,LOW
CVE-2024-21318,LOW
CVE-2024-21319,LOW
CVE-2024-21320,LOW
CVE-2024-21322,MEDIUM
CVE-2024-21323,MEDIUM
CVE-2024-21324,MEDIUM
CVE-2024-21325,MEDIUM
CVE-2024-21327,LOW
CVE-2024-21328,LOW
CVE-2024-21329,MEDIUM
CVE-2024-21330,MEDIUM
CVE-2024-21334,HIGH
CVE-2024-21337,MEDIUM
CVE-2024-21338,MEDIUM
CVE-2024-21339,LOW
CVE-2024-21340,LOW
CVE-2024-21341,LOW
CVE-2024-21342,LOW
CVE-2024-21343,LOW
CVE-2024-21344,LOW
CVE-2024-21345,MEDIUM
CVE-2024-21346,MEDIUM
CVE-2024-21347,MEDIUM
CVE-2024-21348,LOW
CVE-2024-21349,MEDIUM
CVE-2024-21350,MEDIUM
CVE-2024-21351,MEDIUM
CVE-2024-21352,MEDIUM
CVE-2024-21353,MEDIUM
CVE-2024-21354,MEDIUM
CVE-2024-21355,MEDIUM
CVE-2024-21356,LOW
CVE-2024-21357,MEDIUM
CVE-2024-21358,MEDIUM
CVE-2024-21359,MEDIUM
CVE-2024-21360,MEDIUM
CVE-2024-21361,MEDIUM
CVE-2024-21362,LOW
CVE-2024-21363,MEDIUM
CVE-2024-21364,MEDIUM
CVE-2024-21365,MEDIUM
CVE-2024-21366,MEDIUM
CVE-2024-21367,MEDIUM
CVE-2024-21368,MEDIUM
CVE-2024-21369,MEDIUM
CVE-2024-21370,MEDIUM
CVE-2024-21371,LOW
CVE-2024-21372,MEDIUM
CVE-2024-21374,LOW
CVE-2024-21375,MEDIUM
CVE-2024-21376,MEDIUM
CVE-2024-21377,LOW
CVE-2024-21378,MEDIUM
CVE-2024-21379,MEDIUM
CVE-2024-21380,LOW
CVE-2024-21381,LOW
CVE-2024-21384,MEDIUM
CVE-2024-21386,LOW
CVE-2024-21390,LOW
CVE-2024-21391,MEDIUM
CVE-2024-21392,LOW
CVE-2024-21394,LOW
CVE-2024-21396,LOW
CVE-2024-21397,LOW
CVE-2024-21400,MEDIUM
CVE-2024-21401,HIGH
CVE-2024-21402,MEDIUM
CVE-2024-21403,MEDIUM
CVE-2024-21404,LOW
CVE-2024-21405,MEDIUM
CVE-2024-21406,LOW
CVE-2024-21407,MEDIUM
CVE-2024-21409,MEDIUM
CVE-2024-21410,MEDIUM
CVE-2024-21412,MEDIUM
CVE-2024-21413,HIGH
CVE-2024-21418,MEDIUM
CVE-2024-21419,LOW
CVE-2024-21420,MEDIUM
CVE-2024-21424,LOW
CVE-2024-21426,MEDIUM
CVE-2024-21427,MEDIUM
CVE-2024-21429,LOW
CVE-2024-21430,LOW
CVE-2024-21432,MEDIUM
CVE-2024-21434,MEDIUM
CVE-2024-21435,MEDIUM
CVE-2024-21436,LOW
CVE-2024-21437,MEDIUM
CVE-2024-21438,LOW
CVE-2024-21439,MEDIUM
CVE-2024-21440,MEDIUM
CVE-2024-21441,MEDIUM
CVE-2024-21442,MEDIUM
CVE-2024-21443,MEDIUM
CVE-2024-21444,MEDIUM
CVE-2024-21445,MEDIUM
CVE-2024-21446,MEDIUM
CVE-2024-21447,MEDIUM
CVE-2024-21448,LOW
CVE-2024-21450,MEDIUM
CVE-2024-21451,MEDIUM
CVE-2024-21508,HIGH
CVE-2024-2161,HIGH
CVE-2024-21626,LOW
CVE-2024-21646,HIGH
CVE-2024-21652,MEDIUM
CVE-2024-21654,MEDIUM
CVE-2024-21762,HIGH
CVE-2024-21764,HIGH
CVE-2024-2184,HIGH
CVE-2024-21887,HIGH
CVE-2024-21893,HIGH
CVE-2024-21899,HIGH
CVE-2024-21916,HIGH
CVE-2024-2195,MEDIUM
CVE-2024-22004,MEDIUM
CVE-2024-22024,MEDIUM
CVE-2024-22051,MEDIUM
CVE-2024-22086,HIGH
CVE-2024-22087,HIGH
CVE-2024-22216,HIGH
CVE-2024-2227,HIGH
CVE-2024-22284,HIGH
CVE-2024-22309,HIGH
CVE-2024-22394,HIGH
CVE-2024-22415,HIGH
CVE-2024-22529,HIGH
CVE-2024-22533,HIGH
CVE-2024-22651,HIGH
CVE-2024-22660,HIGH
CVE-2024-22662,HIGH
CVE-2024-22663,HIGH
CVE-2024-22729,HIGH
CVE-2024-22751,HIGH
CVE-2024-22852,HIGH
CVE-2024-22853,HIGH
CVE-2024-22862,HIGH
CVE-2024-22901,HIGH
CVE-2024-22902,HIGH
CVE-2024-22916,HIGH
CVE-2024-22923,HIGH
CVE-2024-23049,HIGH
CVE-2024-23108,HIGH
CVE-2024-23109,HIGH
CVE-2024-23113,HIGH
CVE-2024-23263,LOW
CVE-2024-23284,LOW
CVE-2024-23479,HIGH
CVE-2024-23613,HIGH
CVE-2024-23614,HIGH
CVE-2024-23615,HIGH
CVE-2024-23616,HIGH
CVE-2024-23618,HIGH
CVE-2024-23619,HIGH
CVE-2024-23621,HIGH
CVE-2024-23622,HIGH
CVE-2024-23636,HIGH
CVE-2024-23651,MEDIUM
CVE-2024-23652,LOW
CVE-2024-23653,MEDIUM
CVE-2024-23730,HIGH
CVE-2024-23731,HIGH
CVE-2024-23752,HIGH
CVE-2024-23761,HIGH
CVE-2024-23813,HIGH
CVE-2024-23816,HIGH
CVE-2024-23822,HIGH
CVE-2024-23832,HIGH
CVE-2024-2389,HIGH
CVE-2024-23897,MEDIUM
CVE-2024-23917,HIGH
CVE-2024-2400,MEDIUM
CVE-2024-24000,HIGH
CVE-2024-24025,HIGH
CVE-2024-24026,HIGH
CVE-2024-2413,HIGH
CVE-2024-24188,HIGH
CVE-2024-24189,HIGH
CVE-2024-24321,HIGH
CVE-2024-24324,HIGH
